4.537105560302734375e-04,8.547306060791015625e-05,3.784894943237304688e-05,1.990795135498046875e-05,3.093481063842773438e-05,-1.109838485717773438e-04,-1.092553138732910156e-04,8.106231689453125000e-06,7.063150405883789062e-05,-3.778934478759765625e-05,-4.708766937255859375e-06,1.084804534912109375e-05,1.481771469116210938e-04,9.095668792724609375e-05,-8.535385131835937500e-05,-2.622604370117187500e-06,-6.854534149169921875e-05,-1.901388168334960938e-05,6.240606307983398438e-05,1.480579376220703125e-04,9.155273437500000000e-05,-4.363059997558593750e-05,-1.370906829833984375e-06,4.452466964721679688e-05,2.467632293701171875e-04,9.262561798095703125e-05,-1.978874206542968750e-05,-3.403425216674804688e-05,1.139640808105468750e-04,2.663135528564453125e-04,-1.398324966430664062e-04,-9.679794311523437500e-05,-9.846687316894531250e-05,-1.382827758789062500e-05,-8.463859558105468750e-05,-1.416206359863281250e-04,1.668930053710937500e-05,-3.188848495483398438e-05,3.880262374877929688e-05,2.902746200561523438e-05,-3.528594970703125000e-04
8.547306060791015625e-05,3.337860107421875000e-04,6.800889968872070312e-05,6.353855133056640625e-05,6.556510925292968750e-07,-1.101493835449218750e-04,-3.761053085327148438e-05,-2.747774124145507812e-05,5.555152893066406250e-05,-3.242492675781250000e-05,-2.064704895019531250e-04,-1.293420791625976562e-05,-1.637935638427734375e-04,2.175569534301757812e-05,8.910894393920898438e-05,2.092123031616210938e-04,5.245208740234375000e-06,7.474422454833984375e-05,-1.062154769897460938e-04,-9.155273437500000000e-05,-1.000165939331054688e-04,-5.167722702026367188e-05,-1.379251480102539062e-04,-2.264976501464843750e-05,-7.593631744384765625e-05,-1.257658004760742188e-05,2.930164337158203125e-04,9.858608245849609375e-05,-1.792907714843750000e-04,-1.302957534790039062e-04,1.668930053710937500e-06,2.640485763549804688e-05,-7.480382919311523438e-05,-3.749132156372070312e-05,9.918212890625000000e-05,-1.101493835449218750e-04,4.351139068603515625e-06,-1.474618911743164062e-04,-7.259845733642578125e-05,-2.890825271606445312e-05,5.183219909667968750e-04
3.784894943237304688e-05,6.800889968872070312e-05,2.791881561279296875e-04,3.242492675781250000e-05,-1.198053359985351562e-05,1.811981201171875000e-05,-3.457069396972656250e-06,-7.152557373046875000e-06,1.496076583862304688e-05,8.642673492431640625e-06,1.178979873657226562e-04,-3.141164779663085938e-05,-9.942054748535156250e-05,2.503395080566406250e-04,1.462697982788085938e-04,2.796649932861328125e-04,5.561113357543945312e-05,9.214878082275390625e-05,-1.022219657897949219e-04,5.650520324707031250e-05,-1.193881034851074219e-04,-1.181960105895996094e-04,-1.618862152099609375e-04,-1.035332679748535156e-04,-2.543926239013671875e-04,-1.077651977539062500e-04,8.356571197509765625e-05,-8.827447891235351562e-05,-1.802444458007812500e-04,-2.985000610351562500e-04,1.463890075683593750e-04,8.457899093627929688e-05,-1.478195190429687500e-05,7.236003875732421875e-05,1.609325408935546875e-06,-1.542568206787109375e-04,-1.015067100524902344e-04,-1.424551010131835938e-04,3.939867019653320312e-05,-8.141994476318359375e-05,-4.076957702636718750e-05
1.990795135498046875e-05,6.353855133056640625e-05,3.242492675781250000e-05,7.921457290649414062e-05,5.960464477539062500e-07,-2.402067184448242188e-05,2.205371856689453125e-06,-8.940696716308593750e-07,2.396106719970703125e-05,-1.937150955200195312e-05,-1.022815704345703125e-04,-2.694129943847656250e-05,-2.425909042358398438e-05,2.735853195190429688e-05,4.243850708007812500e-05,8.493661880493164062e-05,-7.092952728271484375e-06,-1.114606857299804688e-05,-4.601478576660156250e-05,-1.651048660278320312e-05,-4.315376281738281250e-05,-3.510713577270507812e-05,-8.046627044677734375e-06,-4.345178604125976562e-05,-3.892183303833007812e-05,-2.193450927734375000e-05,-8.463859558105468750e-06,6.526708602905273438e-05,-2.366304397583007812e-05,-1.037716865539550781e-04,2.127885818481445312e-05,1.406669616699218750e-05,-4.178285598754882812e-05,-3.647804260253906250e-05,3.147125244140625000e-05,-2.402067184448242188e-05,-1.668930053710937500e-06,-2.050399780273437500e-05,-5.793571472167968750e-05,-5.483627319335937500e-05,1.490116119384765625e-04
3.093481063842773438e-05,6.556510925292968750e-07,-1.198053359985351562e-05,5.960464477539062500e-07,4.327297210693359375e-05,-4.172325134277343750e-06,-3.159046173095703125e-06,5.304813385009765625e-06,8.821487426757812500e-06,5.424022674560546875e-06,5.483627319335937500e-06,1.490116119384765625e-05,2.646446228027343750e-05,1.192092895507812500e-06,-2.127885818481445312e-05,-3.898143768310546875e-05,-1.788139343261718750e-06,4.649162292480468750e-06,3.212690353393554688e-05,1.198053359985351562e-05,3.969669342041015625e-05,1.668930053710937500e-05,-2.944469451904296875e-05,5.960464477539062500e-06,7.051229476928710938e-05,2.694129943847656250e-05,-6.139278411865234375e-06,-2.259016036987304688e-05,5.257129669189453125e-05,7.879734039306640625e-05,-2.413988113403320312e-05,-6.103515625000000000e-05,3.767013549804687500e-05,9.775161743164062500e-06,-1.358985900878906250e-05,-1.657009124755859375e-05,1.674890518188476562e-05,2.670288085937500000e-05,5.561113357543945312e-05,2.652406692504882812e-05,-9.655952453613281250e-06
-1.109838485717773438e-04,-1.101493835449218750e-04,1.811981201171875000e-05,-2.402067184448242188e-05,-4.172325134277343750e-06,2.185106277465820312e-04,5.453824996948242188e-05,9.238719940185546875e-06,-4.863739013671875000e-05,4.655122756958007812e-05,2.074241638183593750e-04,-3.212690353393554688e-05,8.773803710937500000e-05,1.210570335388183594e-04,3.355741500854492188e-05,-4.196166992187500000e-05,7.116794586181640625e-05,-2.598762512207031250e-05,-5.012750625610351562e-05,8.565187454223632812e-05,-4.285573959350585938e-05,-1.370906829833984375e-06,-5.745887756347656250e-05,-7.843971252441406250e-05,-9.107589721679687500e-05,-4.512071609497070312e-05,-1.081228256225585938e-04,-8.577108383178710938e-05,4.369020462036132812e-05,-1.393556594848632812e-04,7.557868957519531250e-05,-4.011392593383789062e-05,1.168847084045410156e-04,1.060366630554199219e-04,1.585483551025390625e-05,3.933906555175781250e-06,3.105401992797851562e-05,1.293420791625976562e-05,6.854534149169921875e-05,5.698204040527343750e-05,-5.960464477539062500e-06
-1.092553138732910156e-04,-3.761053085327148438e-05,-3.457069396972656250e-06,2.205371856689453125e-06,-3.159046173095703125e-06,5.453824996948242188e-05,1.647472381591796875e-04,-1.144409179687500000e-05,-3.820657730102539062e-05,2.902746200561523438e-05,7.146596908569335938e-05,-1.317262649536132812e-05,6.866455078125000000e-05,8.761882781982421875e-06,-6.854534149169921875e-06,2.324581146240234375e-06,9.006261825561523438e-05,3.761053085327148438e-05,-3.218650817871093750e-05,-5.364418029785156250e-07,-5.751848220825195312e-05,1.037120819091796875e-05,-1.478195190429687500e-05,-1.055002212524414062e-05,-6.890296936035156250e-05,-2.330541610717773438e-05,-1.865625381469726562e-05,-2.497434616088867188e-05,4.529953002929687500e-06,-1.281499862670898438e-05,4.708766937255859375e-05,-6.186962127685546875e-05,-4.625320434570312500e-05,2.461671829223632812e-05,-3.319978713989257812e-05,-4.309415817260742188e-05,3.600120544433593750e-05,-1.418590545654296875e-05,4.619359970092773438e-05,2.235174179077148438e-05,2.231597900390625000e-04
8.106231689453125000e-06,-2.747774124145507812e-05,-7.152557373046875000e-06,-8.940696716308593750e-07,5.304813385009765625e-06,9.238719940185546875e-06,-1.144409179687500000e-05,9.411573410034179688e-05,-7.510185241699218750e-06,4.053115844726562500e-06,1.633167266845703125e-04,-1.382827758789062500e-05,3.576278686523437500e-05,1.245737075805664062e-05,-2.354383468627929688e-05,-5.853176116943359375e-05,7.355213165283203125e-05,7.587671279907226562e-05,-8.344650268554687500e-07,-1.734495162963867188e-05,1.966953277587890625e-05,4.887580871582031250e-05,1.358985900878906250e-05,-2.264976501464843750e-06,1.758337020874023438e-05,1.561641693115234375e-05,-4.190206527709960938e-05,-7.641315460205078125e-05,1.154541969299316406e-04,-8.153915405273437500e-05,7.438659667968750000e-05,-5.501508712768554688e-05,7.867813110351562500e-05,1.144409179687500000e-05,-5.108118057250976562e-05,-4.267692565917968750e-05,-1.847743988037109375e-05,-1.192092895507812500e-06,3.457069396972656250e-05,-2.288818359375000000e-05,1.519918441772460938e-05
7.063150405883789062e-05,5.555152893066406250e-05,1.496076583862304688e-05,2.396106719970703125e-05,8.821487426757812500e-06,-4.863739013671875000e-05,-3.820657730102539062e-05,-7.510185241699218750e-06,8.964538574218750000e-05,-3.343820571899414062e-05,-2.861022949218750000e-05,-4.756450653076171875e-05,-4.953145980834960938e-05,-3.159046173095703125e-06,-8.344650268554687500e-07,6.288290023803710938e-05,3.635883331298828125e-06,2.849102020263671875e-05,-3.457069396972656250e-06,-4.768371582031250000e-07,-4.082918167114257812e-05,-1.418590545654296875e-05,-2.062320709228515625e-05,-2.562999725341796875e-05,-3.099441528320312500e-05,-2.402067184448242188e-05,3.284215927124023438e-05,6.389617919921875000e-05,-6.616115570068359375e-05,-3.540515899658203125e-05,-1.686811447143554688e-05,2.723932266235351562e-05,-4.494190216064453125e-05,-1.871585845947265625e-05,4.041194915771484375e-05,1.150369644165039062e-05,-5.185604095458984375e-06,-6.562471389770507812e-05,-6.771087646484375000e-05,-2.324581146240234375e-05,1.847743988037109375e-06
-3.778934478759765625e-05,-3.242492675781250000e-05,8.642673492431640625e-06,-1.937150955200195312e-05,5.424022674560546875e-06,4.655122756958007812e-05,2.902746200561523438e-05,4.053115844726562500e-06,-3.343820571899414062e-05,5.501508712768554688e-05,1.637935638427734375e-04,1.823902130126953125e-05,5.483627319335937500e-05,3.182888031005859375e-05,-1.072883605957031250e-06,-1.513957977294921875e-05,4.500150680541992188e-05,1.204013824462890625e-05,6.020069122314453125e-06,7.152557373046875000e-06,2.163648605346679688e-05,2.765655517578125000e-05,-5.519390106201171875e-05,1.883506774902343750e-05,1.478195190429687500e-05,2.133846282958984375e-05,-1.645088195800781250e-05,-1.016259193420410156e-04,4.768371582031250000e-05,9.655952453613281250e-06,5.745887756347656250e-05,-7.611513137817382812e-05,4.249811172485351562e-05,4.774332046508789062e-05,-6.276369094848632812e-05,-6.002187728881835938e-05,1.406669616699218750e-05,1.782178878784179688e-05,1.972913742065429688e-04,2.813339233398437500e-05,2.771615982055664062e-05
